0	0
1	0
2	0
3	0
4	1
5	1
6	1
7	2
8	2
9	2
10	3
11	3
12	3
13	4
14	4
15	4
16	5
17	5
18	5
19	6
20	6
21	6
22	7
23	7
24	7
25	8
26	8
27	8
28	9
29	9
30	9
31	10
32	10
33	10
34	11
35	11
36	11
37	12
38	12
39	12
40	13
41	13
42	13
43	14
44	14
45	14
46	15
47	15
48	15
49	16
50	16
51	16
52	17
53	17
54	17
55	18
56	18
57	18
58	19
59	19
60	19
61	20
62	20
63	20
64	21
65	21
66	21
67	22
68	22
69	22
70	23
71	23
72	23
73	24
74	24
75	24
76	25
77	25
78	25
79	26
80	26
81	26
82	27
83	27
84	27
85	28
86	28
87	28
88	29
89	29
90	29
91	30
92	30
93	30
94	31
95	31
96	31
97	32
98	32
99	32
100	33
101	33
102	33
103	33
104	34
105	34
106	34
107	35
108	35
109	35
110	36
111	36
112	36
113	37
114	37
115	37
116	38
117	38
118	38
119	39
120	39
121	39
122	40
123	40
124	40
125	41
126	41
127	41
128	42
129	42
130	42
131	43
132	43
133	43
134	44
135	44
136	44
137	45
138	45
139	45
140	46
141	46
142	46
143	47
144	47
145	47
146	48
147	48
148	48
149	49
150	49
151	49
152	50
153	50
154	50
155	51
156	51
157	51
158	52
159	52
160	52
161	53
162	53
163	53
164	54
165	54
166	54
167	55
168	55
169	55
170	56
171	56
172	56
173	57
174	57
175	57
176	58
177	58
178	58
179	59
180	59
181	59
182	60
183	60
184	60
185	61
186	61
187	61
188	62
189	62
190	62
191	63
192	63
193	63
194	64
195	64
196	64
197	65
198	65
199	65
200	66
201	66
202	66
203	66
204	67
205	67
206	67
207	68
208	68
209	68
210	69
211	69
212	69
213	70
214	70
215	70
216	71
217	71
218	71
219	72
220	72
221	72
222	73
223	73
224	73
225	74
226	74
227	74
228	75
229	75
230	75
231	76
232	76
233	76
234	77
235	77
236	77
237	78
238	78
239	78
240	79
241	79
242	79
243	80
244	80
245	80
246	81
247	81
248	81
249	82
250	82
251	82
252	83
253	83
254	83
255	84
256	84
257	84
258	85
259	85
260	85
261	86
262	86
263	86
264	87
265	87
266	87
267	88
268	88
269	88
270	89
271	89
272	89
273	90
274	90
275	90
276	91
277	91
278	91
279	92
280	92
281	92
282	93
283	93
284	93
285	94
286	94
287	94
288	95
289	95
290	95
291	96
292	96
293	96
294	97
295	97
296	97
297	98
298	98
299	98
300	99
301	99
302	99
303	99
304	100
305	100
306	100
307	101
308	101
309	101
310	102
311	102
312	102
313	103
314	103
315	103
316	104
317	104
318	104
319	105
320	105
321	105
322	106
323	106
324	106
325	107
326	107
327	107
328	108
329	108
330	108
331	109
332	109
333	109
334	110
335	110
336	110
337	111
338	111
339	111
340	112
341	112
342	112
343	113
344	113
345	113
346	114
347	114
348	114
349	115
350	115
351	115
352	116
353	116
354	116
355	117
356	117
357	117
358	118
359	118
360	118
361	119
362	119
363	119
364	120
365	120
366	120
367	121
368	121
369	121
370	122
371	122
372	122
373	123
374	123
375	123
376	124
377	124
378	124
379	125
380	125
381	125
382	126
383	126
384	126
385	127
386	127
387	127
388	128
389	128
390	128
391	129
392	129
393	129
394	130
395	130
396	130
397	131
398	131
399	131
400	132
401	132
402	132
403	132
404	133
405	133
406	133
407	134
408	134
409	134
410	135
411	135
412	135
413	136
414	136
415	136
416	137
417	137
418	137
419	138
420	138
421	138
422	139
423	139
424	139
425	140
426	140
427	140
428	141
429	141
430	141
431	142
432	142
433	142
434	143
435	143
436	143
437	144
438	144
439	144
440	145
441	145
442	145
443	146
444	146
445	146
446	147
447	147
448	147
449	148
450	148
451	148
452	149
453	149
454	149
455	150
456	150
457	150
458	151
459	151
460	151
461	152
462	152
463	152
464	153
465	153
466	153
467	154
468	154
469	154
470	155
471	155
472	155
473	156
474	156
475	156
476	157
477	157
478	157
479	158
480	158
481	158
482	159
483	159
484	159
485	160
486	160
487	160
488	161
489	161
490	161
491	162
492	162
493	162
494	163
495	163
496	163
497	164
498	164
499	164
500	165
501	165
502	165
503	165
504	166
505	166
506	166
507	167
508	167
509	167
510	168
511	168
512	168
513	169
514	169
515	169
516	170
517	170
518	170
519	171
520	171
521	171
522	172
523	172
524	172
525	173
526	173
527	173
528	174
529	174
530	174
531	175
532	175
533	175
